YEAR,QUARTER,MONTH,AIRLINE_ID,CARRIER_NAME,CARRIER_GROUP_NEW,SALA_GALLONS,SDOM_GALLONS,SDOMT_GALLONS,NALA_GALLONS,NDOM_GALLONS,NDOMT_GALLONS,TDOMT_GALLONS,SALA_COST,SDOM_COST,SDOMT_COST,NALA_COST,NDOM_COST,NDOMT_COST,TDOMT_COST
2017,1,1,19393,Southwest Airlines Co.,3,0.00,162137430.00,162137430.00,0.00,203115.00,203115.00,162340545.00,0.00,288113764.00,288113764.00,0.00,335033.00,335033.00,288448797.00
2017,1,1,19687,Horizon Air,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017,1,1,19690,Hawaiian Airlines Inc.,3,0.00,14146777.00,14146777.00,0.00,19687.00,19687.00,14166464.00,0.00,22743910.00,22743910.00,0.00,32253.00,32253.00,22776163.00
2017,1,1,19790,Delta Air Lines Inc.,3,0.00,150473387.00,150473387.00,0.00,1810654.00,1810654.00,152284041.00,0.00,250418287.00,250418287.00,0.00,4042676.00,4042676.00,254460963.00
2017,1,1,19805,American Airlines Inc.,3,0.00,173469401.00,173469401.00,0.00,620993.00,620993.00,174090394.00,0.00,266034459.00,266034459.00,0.00,971326.00,971326.00,267005785.00
2017,1,1,19874,Air Transport International,2,0.00,0.00,0.00,0.00,47241.00,47241.00,47241.00,0.00,0.00,0.00,0.00,59783.00,59783.00,59783.00
2017,1,1,19917,United Parcel Service,3,0.00,34644000.00,34644000.00,0.00,0.00,0.00,34644000.00,0.00,53132000.00,53132000.00,0.00,0.00,0.00,53132000.00
2017,1,1,19930,Alaska Airlines Inc.,3,1404477.00,37635237.00,39039714.00,18762.00,39744.00,58506.00,39098220.00,2314118.00,66028620.00,68342738.00,30914.00,60336.00,91250.00,68433988.00
2017,1,1,19977,United Air Lines Inc.,3,0.00,114135421.00,114135421.00,0.00,1107249.00,1107249.00,115242670.00,0.00,181090577.00,181090577.00,0.00,1682255.00,1682255.00,182772832.00
2017,1,1,20007,Atlas Air Inc.,3,0.00,0.00,0.00,0.00,6480235.00,6480235.00,6480235.00,0.00,0.00,0.00,0.00,12025032.00,12025032.00,12025032.00
