Year,quarter,region,temperature,precepitation,windspeed
1996,1,0,-9.268,65.57191011235955,14.678571428571429
1996,2,0,-5.317777777777778,68.25714285714285,15.39090909090909
1996,3,0,1.2886363636363638,44.26451612903226,14.491071428571429
1996,4,0,6.058139534883721,50.244086021505375,14.567272727272726
1996,1,1,-10.658333333333333,31.692307692307693,18.275
1996,2,1,-4.566666666666666,28.692307692307693,18.233333333333334
1996,3,1,2.641666666666667,39.583333333333336,17.358333333333334
1996,4,1,10.65,72.91666666666667,15.799999999999999
1996,1,2,-4.3999999999999995,27.366666666666664,18.96666666666667
1996,2,2,-0.5499999999999998,28.34166666666667,19.333333333333332
1996,3,2,7.066666666666667,91.64166666666667,18.866666666666667
1996,4,2,14.066666666666668,111.25833333333334,16.8
1996,1,3,-4.519176587301588,56.10148148148149,8.96218795093795
1996,2,3,1.1402199074074073,66.0555753968254,9.405339255651755
1996,3,3,8.20708664021164,75.77238095238096,9.107600859788361
1996,4,3,11.907618596681095,89.89583333333336,8.440880982443483
1996,1,4,0.5388888888888889,10.283333333333333,14.566666666666666
1996,2,4,4.050000000000001,12.233333333333333,15.472222222222221
1996,3,4,8.385714285714284,23.177777777777777,15.894444444444446
1996,4,4,15.65,28.666666666666668,15.683333333333334
1996,1,5,-3.3,64.43333333333334,16.616666666666667
1996,2,5,0.2857142857142857,82.10666666666665,16.444827586206895
1996,3,5,6.314285714285714,100.34333333333333,15.44137931034483
1996,4,5,13.192307692307692,121.25999999999999,14.339285714285714
1996,1,6,8.639999999999999,127.92222222222225,14.116666666666667
1996,2,6,11.100000000000001,127.01666666666668,14.155555555555557
1996,3,6,16.476470588235294,129.49444444444444,12.850000000000001
1996,4,6,22.071428571428573,115.74444444444445,10.722222222222223
1996,1,8,12.31111111111111,9.358333333333333,11.88
1996,2,8,15.61111111111111,8.958333333333334,12.64
1996,3,8,19.400000000000002,4.236363636363636,12.933333333333332
1996,4,8,25.099999999999998,1.4300000000000002,12.399999999999997
1996,1,9,6.74,64.37777777777778,14.5
1996,2,9,9.280000000000001,86.82222222222222,14.933333333333332
1996,3,9,13.575000000000001,116.94444444444444,14.433333333333332
1996,4,9,22.05,115.56666666666668,11.933333333333332
1996,1,10,4.025,95.90434782608696,15.171428571428574
1996,2,10,7.127777777777776,81.27083333333333,16.676190476190477
1996,3,10,12.189473684210528,95.63749999999999,15.890909090909092
1996,4,10,18.76875,107.5625,14.240909090909094
1996,1,11,2.866666666666667,94.63333333333334,15.844444444444447
1996,2,11,7.150000000000001,93.22222222222223,16.41111111111111
1996,3,11,11.733333333333334,116.64444444444446,14.966666666666669
1996,4,11,17.933333333333334,121.10000000000001,13.377777777777776
1996,1,12,-1.8,90.04444444444444,15.599999999999998
1996,2,12,1.576923076923077,87.77222222222221,15.983333333333333
1996,3,12,6.663636363636363,98.47777777777777,14.783333333333331
1996,4,12,14.855555555555554,120.75,13.399999999999999
1996,1,13,-5.300000000000001,40.98888888888889,16.679166666666664
1996,2,13,-2.0100000000000002,52.2074074074074,16.9
1996,3,13,4.277777777777778,67.96296296296296,15.965217391304348
1996,4,13,11.9625,102.50740740740741,14.37142857142857
1996,1,14,9.600000000000001,172.99444444444444,14.241666666666667
1996,2,14,12.609090909090911,154.87777777777777,14.066666666666665
1996,3,14,16.33636363636364,142.97777777777776,12.875000000000002
1996,4,14,22.08888888888889,92.4235294117647,10.541666666666668
1996,1,15,-2.0214285714285714,44.009523809523806,17.506666666666668
1996,2,15,2.7846153846153845,57.28095238095237,17.726666666666667
1996,3,15,8.385714285714284,111.38571428571429,17.246666666666666
1996,4,15,15.392307692307693,126.88095238095238,15.153333333333332
1996,1,16,-1.6166666666666665,76.61333333333333,18.04
1996,2,16,2.4499999999999997,105.08666666666666,18.033333333333335
1996,3,16,7.958333333333332,127.66000000000001,17.053333333333335
1996,4,16,14.833333333333334,134.95333333333332,15.466666666666663
1996,1,17,-3.0086956521739125,12.729999999999999,18.57857142857143
1996,2,17,0.5894736842105264,21.608695652173914,19.476470588235294
1996,3,17,4.8999999999999995,80.3125,18.761904761904763
1996,4,17,16.75,102.64166666666667,17.2
1996,1,18,8.911764705882353,118.19166666666668,13.34375
1996,2,18,11.629411764705884,105.69545454545455,13.178571428571429
1996,3,18,16.09375,101.415,11.5125
1996,4,18,21.406666666666663,61.81666666666667,9.621428571428572
1996,1,19,-10.492307692307692,20.558333333333334,18.045454545454547
1996,2,19,-5.515384615384614,16.066666666666666,18.854545454545452
1996,3,19,2.269230769230769,25.825000000000003,17.56153846153846
1996,4,19,11.1,36.550000000000004,16.572727272727274
1996,1,20,-6.86153846153846,14.616666666666667,16.916666666666668
1996,2,20,-0.9000000000000002,15.600000000000001,17.981818181818184
1996,3,20,4.2749999999999995,37.111111111111114,16.718181818181815
1996,4,20,11.625,41.172222222222224,16.62727272727273
1996,1,21,-3.875,16.7,17.2625
1996,2,21,0.48571428571428565,19.45555555555556,17.228571428571428
1996,3,21,5.116666666666666,41.910000000000004,16.22857142857143
1996,4,21,12.385714285714286,37.96363636363637,15.725000000000001
1996,1,22,15.834999999999999,112.12424242424242,13.485185185185188
1996,2,22,17.98421052631579,111.65312499999999,13.688888888888892
1996,3,22,21.857142857142858,122.72187500000001,13.378571428571432
1996,4,22,24.865217391304352,127.37187499999999,11.782142857142858
1996,1,23,-6.8538461538461535,40.05384615384616,16.339999999999996
1996,2,23,-3.8900000000000006,41.800000000000004,16.4875
1996,3,23,2.2375,54.4909090909091,15.942857142857141
1996,4,23,10.5,100.8,14.383333333333333
1996,1,24,12.331372549019607,11.747457627118644,17.727083333333336
1996,2,24,15.708333333333334,20.99824561403509,18.419565217391305
1996,3,24,19.94468085106383,24.19473684210526,19.80434782608696
1996,4,24,24.90909090909091,45.76842105263158,18.564444444444447
1996,1,25,0.4846418523030514,87.53333333333335,17.133333333333336
1996,2,25,4.446650030688266,125.7,16.066666666666666
1996,3,25,10.37817161890397,122.63333333333334,14.933333333333332
1996,4,25,15.258503650741206,130.0666666666667,13.966666666666667
1996,1,26,4.819999999999999,3.6833333333333336,13.633333333333335
1996,2,26,6.8625,4.15,14.879999999999999
1996,3,26,11.199999999999998,1.6833333333333333,16.8
1996,4,26,18.1,20.1,18.659999999999997
1996,1,27,-3.9666666666666663,89.27499999999999,14.133333333333333
1996,2,27,0.0,97.71666666666665,14.766666666666666
1996,3,27,5.3,111.26363636363637,14.233333333333334
1996,4,27,11.5,113.66363636363639,13.333333333333336
1996,1,28,5.557894736842105,140.0285714285714,12.235
1996,2,28,8.005882352941176,123.19000000000001,12.342105263157894
1996,3,28,10.152941176470588,84.37,11.62
1996,4,28,13.247058823529413,67.82000000000001,11.709999999999999
1996,1,29,11.66590909090909,86.97547169811321,11.19111111111111
1996,2,29,13.0825,61.85185185185186,11.993181818181819
1996,3,29,15.568292682926828,35.733333333333334,13.084782608695651
1996,4,29,17.89736842105263,19.18846153846154,13.357142857142858
1996,1,30,5.015384615384615,128.0235294117647,13.620000000000001
1996,2,30,8.318181818181818,105.6705882352941,13.800000000000002
1996,3,30,14.354545454545452,126.43888888888887,12.840000000000003
1996,4,30,19.88,116.4388888888889,11.006666666666666
1996,1,31,1.3666666666666665,110.0,10.4
1996,2,31,4.825,98.52222222222223,11.133333333333335
1996,3,31,10.271428571428572,159.67777777777778,10.1
1996,4,31,17.75,161.38888888888889,8.466666666666665
1996,1,32,-7.213333333333333,15.488888888888887,19.38888888888889
1996,2,32,-1.692857142857143,13.511764705882353,19.735294117647058
1996,3,32,4.485714285714286,66.51764705882353,18.8
1996,4,32,12.438461538461537,78.56470588235294,17.6
1996,1,33,1.45,61.46999999999999,18.466666666666665
1996,2,33,5.8999999999999995,84.41999999999999,18.433333333333334
1996,3,33,12.514285714285714,129.57,18.116666666666667
1996,4,33,17.842857142857145,123.38888888888889,15.666666666666666
1996,1,34,5.877777777777777,19.166666666666668,22.366666666666664
1996,2,34,9.475000000000001,35.5,22.599999999999998
1996,3,34,15.587499999999999,51.333333333333336,24.400000000000002
1996,4,34,22.200000000000003,51.666666666666664,21.200000000000003
1996,1,35,5.153333333333334,19.883333333333336,13.783333333333335
1996,2,35,7.653846153846154,16.491666666666667,14.943750000000001
1996,3,35,11.884615384615385,14.741666666666667,16.13125
1996,4,35,16.554545454545455,9.9,16.314285714285713
1996,1,36,7.163636363636363,96.6846153846154,14.558333333333332
1996,2,36,9.927272727272728,87.22307692307693,15.29166666666667
1996,3,36,13.536363636363637,85.19333333333333,15.115384615384615
1996,4,36,19.944444444444443,84.80666666666667,13.072727272727274
1996,1,37,9.2,95.88888888888889,14.52727272727273
1996,2,37,11.97272727272727,92.33333333333333,14.599999999999998
1996,3,37,16.700000000000003,100.88888888888889,13.7
1996,4,37,21.991666666666664,75.33333333333333,11.420000000000002
1996,1,38,23.21666666666667,127.46666666666665,15.696296296296296
1996,2,38,24.033333333333335,90.49090909090908,17.037037037037038
1996,3,38,24.727777777777778,68.57878787878788,15.95925925925926
1996,4,38,25.716666666666665,40.16969696969697,16.44814814814815
1996,1,39,12.356250000000001,73.35,14.533333333333333
1996,2,39,15.333333333333334,79.49444444444445,15.306666666666667
